Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureToSalaryRatio,NoPromotionFlag,OvertimeRiskWeight,SatisfactionScore,CareerStagnation,LowIncomeFlag,ManagerRisk,RiskScore,Attrition_Actual,HighRiskFlag,ReplacementCostUSD
52,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,0.7659167064848332,1,0,2.6666666666666665,0.3157894736842105,0,1,0.4535337601797666,0,0,188010.0
38,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,0.9153318076755913,0,2,2.6666666666666665,0.7,0,0,0.34377352440455533,0,0,157320.0
29,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,2.7844073179059636,0,0,2.6666666666666665,0.4166666666666667,1,0,0.10903459566816069,0,0,45252.0
28,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,1.1757021553003655,0,0,2.6666666666666665,0.6363636363636364,0,0,0.0,0,0,137790.0
46,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,0.6870884626002239,1,0,2.6666666666666665,0.375,0,0,0.10903459566816069,0,0,314370.0
38,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,0.13603591346265326,0,0,3.0,0.0,0,1,0.5241486068111454,0,1,132318.0
43,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,0.7393715341275996,0,0,2.3333333333333335,0.3684210526315789,0,1,0.2956081497275527,0,0,194760.0
39,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,1.4791683785455527,1,0,3.0,0.3181818181818182,0,0,0.14570126233482736,1,0,219042.0
40,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,1.0190563537644421,1,0,2.3333333333333335,0.3181818181818182,0,0,0.14718119982420533,0,0,353268.0
21,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,0.9661835744124717,0,2,3.0,0.6666666666666666,1,0,0.5810813799203892,0,1,37260.0
39,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,0.7372456501419573,0,0,2.6666666666666665,0.4,0,0,0.5321890957339874,0,1,122076.0
36,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,1.4140635041246865,0,0,2.0,0.47368421052631576,0,0,0.26476565888506187,0,0,140022.0
31,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,0.7165890359309964,0,0,2.6666666666666665,0.5,1,0,0.39369932909631744,0,0,50238.0
28,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,1.5620118708022455,0,0,1.3333333333333333,0.42857142857142855,0,0,0.489035964035964,0,0,57618.0
35,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,1.0064412236299434,0,0,4.0,0.3333333333333333,0,0,0.03956119948494267,0,0,89424.0
49,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,0.6859756097038129,0,0,2.6666666666666665,0.34782608695652173,0,0,0.09923067409953326,0,0,236160.0
34,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,0.7438631289997859,0,0,3.6666666666666665,0.3333333333333333,0,0,0.12842301466620887,0,0,72594.0
29,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,2.127013065291093,0,0,3.3333333333333335,0.5555555555555556,0,1,0.05325914149443561,0,0,59238.0
42,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,0.23408239694895072,0,0,2.3333333333333335,0.0,0,1,0.6362108479755537,0,1,76896.0
29,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,1.9778481008746345,0,2,3.0,0.6363636363636364,0,0,0.39369932909631744,0,0,91008.0
38,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,2.4613220807098024,1,0,3.3333333333333335,0.75,1,1,0.14570126233482736,0,0,51192.0
28,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,1.1098779130189131,0,2,3.3333333333333335,0.25,1,0,0.5039037390381175,0,0,48654.0
18,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,0.0,0,0,3.3333333333333335,0.0,1,1,0.8890981544557983,1,1,34272.0
33,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,0.6079766536225709,0,2,1.0,0.2857142857142857,0,0,0.951552088631653,1,1,148032.0
41,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,0.20981955513851877,0,2,2.3333333333333335,0.0,0,1,0.9430228046847962,0,1,85788.0
31,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,0.7662835246106193,0,0,3.0,0.6666666666666666,1,0,0.39369932909631744,1,0,46980.0
37,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,1.0469377070237416,0,0,3.3333333333333335,0.2,0,0,0.18060692271218587,0,0,103158.0
27,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,1.5754233944169265,0,0,3.3333333333333335,0.4,1,0,0.3563376269686579,0,0,45702.0
34,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,1.0500525024413627,0,0,2.0,0.7142857142857143,0,0,0.19790100250626566,0,0,102852.0
35,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,1.1566042097717777,0,0,2.6666666666666665,0.5714285714285714,0,0,0.2324273504273504,0,0,77814.0
29,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,1.499454743525156,1,0,2.0,0.6666666666666666,0,0,0.541795665634675,1,1,132048.0
40,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,1.3334321059831518,0,0,2.6666666666666665,0.3333333333333333,0,0,0.12842301466620887,0,0,242982.0
42,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,1.5263846488205857,1,2,2.0,0.391304347826087,0,0,0.9383524750144666,1,1,247644.0
42,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,1.1639185254774163,0,0,2.3333333333333335,0.4,0,0,0.5145242159967961,0,1,92790.0
35,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,3.5429583686700803,0,0,3.0,0.0,1,0,0.39369932909631744,0,0,40644.0
24,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,1.1120378089763587,0,0,3.3333333333333335,0.42857142857142855,0,0,0.481366411307396,0,0,64746.0
28,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,0.397614313957211,0,2,3.6666666666666665,0.5,1,1,0.7481893235763206,1,1,45270.0
26,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,1.8099547507217297,0,0,2.3333333333333335,0.7777777777777778,0,0,0.09459299294011297,0,0,79560.0
30,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,1.5202189112921527,0,0,2.3333333333333335,0.2727272727272727,0,0,0.2335345578746298,0,0,118404.0
40,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,0.2261420171356531,0,2,3.6666666666666665,0.058823529411764705,0,1,0.4423134015909869,0,0,79596.0
35,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,0.6813315163829734,1,0,2.3333333333333335,0.4375,0,0,0.09923067409953326,0,0,184932.0
34,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,2.433090023875521,1,0,2.6666666666666665,0.6,0,0,0.24566762181017737,0,0,96174.0
35,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,0.8417508413965695,0,0,3.3333333333333335,0.6666666666666666,1,0,0.24419326913021452,0,0,42768.0
43,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,0.7482229703052332,0,0,2.0,0.375,0,0,0.9441170422550064,1,1,96228.0
32,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,0.35373187111647264,0,0,2.3333333333333335,0.0,1,1,0.34377352440455533,0,0,50886.0
56,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,0.2507145364162506,1,0,3.0,0.06896551724137931,0,0,0.0,0,0,358974.0
29,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,3.1938677728540825,0,0,2.3333333333333335,0.7272727272727273,0,0,0.05325914149443561,0,0,56358.0
19,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,0.3918495296270182,0,0,2.3333333333333335,0.5,1,1,0.541795665634675,0,1,45936.0
45,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,0.670091579032814,0,2,2.3333333333333335,0.25,0,0,0.4280276873052727,0,0,80586.0
37,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,2.162496138065725,1,0,3.3333333333333335,0.5333333333333333,0,0,0.09459299294011297,0,0,116532.0
20,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,0.6594131221037214,0,0,1.6666666666666667,0.6666666666666666,0,0,0.9397692161680498,0,1,54594.0
44,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,2.0435967295491837,0,2,3.0,0.5714285714285714,0,0,0.39369932909631744,1,0,52848.0
53,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,0.37622272383230015,1,0,3.0,0.25925925925925924,0,0,0.0,0,0,334908.0
29,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,2.306273061666848,0,2,2.3333333333333335,0.5714285714285714,1,0,0.7091800356506239,0,1,39024.0
22,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,0.0,0,2,3.0,0.0,1,1,0.9322918689538605,1,1,51354.0
46,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,1.5251055841432952,1,0,1.6666666666666667,0.5172413793103449,0,0,0.3174962031945536,0,0,306864.0
44,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,0.0,0,0,3.6666666666666665,0.0,1,1,0.5582395159020546,0,1,41220.0
33,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,1.3888888885030863,0,0,3.0,0.6666666666666666,0,0,0.09459299294011297,0,0,64800.0
41,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,0.4746084478051217,0,0,1.0,0.0,1,1,0.9736796536796536,1,1,37926.0
30,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3,0.9720534627042396,0,0,2.3333333333333335,0.3333333333333333,0,0,0.3563376269686579,0,0,74070.0
40,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,0.0,0,0,2.6666666666666665,0.0,0,1,0.47597342373938123,0,0,77886.0
50,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,0.11200716845250855,0,0,2.6666666666666665,0.06060606060606061,0,0,0.0,0,0,321408.0
28,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,1.8773466827667875,1,0,2.6666666666666665,0.7142857142857143,0,0,0.4192054019708114,0,0,57528.0
46,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,0.20963261882450435,0,0,2.3333333333333335,0.07692307692307693,0,0,0.02972972972972973,0,0,343458.0
35,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,0.7807271915256829,0,2,2.6666666666666665,0.4375,0,0,0.4509734237393812,0,0,161388.0
24,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,0.45248868757805943,0,0,2.3333333333333335,0.0,1,1,0.8472079481870708,1,1,39780.0
33,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,2.203128441902814,0,0,2.0,0.6363636363636364,0,1,0.38997839886375935,0,0,81702.0
36,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7,2.5538124762663945,0,0,3.0,0.875,1,0,0.14570126233482736,0,0,49338.0
30,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9,2.864508735931106,1,0,2.3333333333333335,0.6363636363636364,0,0,0.16371295824126014,0,0,62838.0
44,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17,4.404316228935406,1,0,3.3333333333333335,0.5238095238095238,0,0,0.07949865331747147,0,0,81738.0
20,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2,0.7468259892655617,0,0,3.6666666666666665,0.3333333333333333,1,0,0.43739848467722686,0,0,48204.0
46,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,0.8131183086037244,0,0,3.6666666666666665,0.23076923076923078,0,0,0.02972972972972973,0,0,132822.0
42,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3,0.6377551019391334,0,0,2.0,0.2727272727272727,0,0,0.09923067409953326,0,0,112896.0
60,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9,2.1072796930828965,0,2,2.6666666666666665,0.5384615384615384,0,0,0.09459299294011297,0,0,93960.0
32,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,0.729128690948185,0,0,2.6666666666666665,0.6666666666666666,1,0,0.39369932909631744,0,0,49374.0
32,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7,1.6006402557821848,0,2,3.6666666666666665,0.6363636363636364,0,0,0.14570126233482736,0,0,89964.0
36,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7,0.6827936011819358,1,2,2.3333333333333335,0.3888888888888889,0,0,0.39369932909631744,0,0,184536.0
33,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10,5.034160372156001,1,0,2.3333333333333335,0.625,1,0,0.16371295824126014,0,0,50058.0
40,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,0.7297139520242683,0,0,2.0,0.125,0,0,0.42984369984315174,0,0,123336.0
25,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1,0.8080808079175594,0,0,3.0,0.5,0,1,0.4280276873052727,0,0,89100.0
30,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,3.073484212608694,1,2,2.3333333333333335,0.6923076923076923,0,0,0.35485790532221306,0,0,64422.0
42,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0,0.07580926388630056,0,2,1.6666666666666667,0.0,0,1,0.5241486068111454,0,1,237438.0
35,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,1.2527705501346467,1,2,3.0,0.11764705882352941,0,0,0.5802983394314664,0,1,186786.0
27,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8,4.0268456357821725,1,2,2.0,0.7,1,0,0.9430228046847962,0,1,40230.0
54,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4,0.47609979047075796,0,0,2.6666666666666665,0.11764705882352941,0,0,0.0,0,0,189036.0
44,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,No,13,3,4,1,10,5,3,10,5,7,7,4.9726504202025605,1,0,3.0,0.45454545454545453,1,0,0.07949865331747147,0,0,36198.0
19,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0,0.53792361455733,0,2,1.6666666666666667,0.5,1,1,0.9843939393939394,1,1,33462.0
29,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2,0.7978723402133319,0,0,2.0,0.5,0,0,0.07704913329099017,0,0,67680.0
54,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,No,14,3,1,0,36,2,3,10,9,0,9,0.5624613307518723,0,0,3.0,0.24324324324324326,0,0,0.0,0,0,320022.0
31,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1,0.8780916140965767,0,2,2.6666666666666665,0.7142857142857143,0,1,0.8895812462432378,0,1,122994.0
31,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,No,19,3,2,0,10,2,3,10,9,1,8,1.4679976509882562,0,0,2.0,0.8181818181818182,0,0,0.3174962031945536,0,0,122616.0
59,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5,1.1603171531308611,0,0,3.6666666666666665,0.07142857142857142,0,0,0.09459299294011297,0,0,93078.0
43,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7,0.4052684903543431,0,0,3.0,0.2692307692307692,0,0,0.0,0,0,355320.0
49,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,12124,2,No,13,3,3,1,23,2,4,1,0,0,0,0.053444497886086025,0,0,2.3333333333333335,0.0,0,1,0.07704913329099017,0,0,336798.0
36,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7,2.9794149504389447,0,0,2.6666666666666665,0.7692307692307693,0,0,0.09459299294011297,0,0,66456.0
48,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,No,11,3,3,0,7,4,2,1,0,0,0,0.39077764736585474,0,0,3.0,0.0,1,1,0.5560813799203892,0,1,46062.0
27,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,No,11,3,2,3,5,2,3,5,3,0,3,1.986491854594163,0,0,2.0,0.5,1,0,0.20706212370005472,0,0,45306.0
29,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0,0.9059338666909355,0,2,3.0,0.0,0,1,0.5189538016163403,0,1,119214.0
48,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,No,12,3,3,0,25,3,4,1,0,0,0,0.05474952093869425,0,0,3.6666666666666665,0.0,0,1,0.03585305089634896,0,0,328770.0
29,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,No,14,3,2,2,9,2,2,7,7,1,7,0.4341354502335565,0,0,3.3333333333333335,0.7,0,0,0.0,0,0,290232.0
34,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,No,17,3,4,0,2,5,2,1,0,0,0,0.3868471952081829,0,0,3.3333333333333335,0.0,1,1,0.20516231687348055,0,0,46530.0
44,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,18213,8751,7,No,11,3,3,1,26,5,3,22,9,3,10,1.207928402722894,1,0,2.3333333333333335,0.3333333333333333,0,0,0.2714323255517285,0,0,327834.0
